"mtry","Accuracy.Accuracy","Kappa.Kappa","F1","Recall","Precision","Accuracy.AccuracySD","Kappa.KappaSD","F1SD","RecallSD","PrecisionSD","Strategy"
21,0.987164292497626,0.982868792876289,0.985619283250862,0.984190476190476,0.991703703703704,0.0234443529363565,0.0311837678783629,0.0289912696997291,0.0319413943417874,0.0154524169594372,"Weighted"
11,0.987171889838557,0.982900093481405,0.986911521227311,0.984444444444444,0.992,0.018786784451265,0.025042564116171,0.0194175345804208,0.0231169101393663,0.011771636613973,"SMOTE"
