"size","decay","Accuracy.Accuracy","Kappa.Kappa","F1","Recall","Precision","Accuracy.AccuracySD","Kappa.KappaSD","F1SD","RecallSD","PrecisionSD","Strategy"
5,0.1,0.845819563152897,0.797455514682772,0.827076261772856,0.828,0.843767195767196,0.0606892362800721,0.0791909047754497,0.0690442178417263,0.0809695815615346,0.0794095446111752,"Weighted"
5,0.1,0.890077872744539,0.85556546642083,0.886288159839243,0.88784126984127,0.887560365560366,0.0876514126429614,0.114647836102122,0.0904825326103847,0.10321744793293,0.116129895819838,"SMOTE"
