"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","Accuracy.Accuracy","Kappa.Kappa","F1","Recall","Precision","Accuracy.AccuracySD","Kappa.KappaSD","F1SD","RecallSD","PrecisionSD","Strategy"
0.3,2,0,0.6,1,0.5,100,0.989838556505223,0.986489397062131,0.990046226677806,0.988,0.994,0.017445400389511,0.0231975445783282,0.017186254696556,0.0207708587070581,0.0103854293535291,"Weighted"
0.4,1,0,0.6,1,0.5,150,0.984600189933523,0.979626641262797,0.98374478680361,0.984296296296296,0.986111111111111,0.0283954675461908,0.0373705876242732,0.0304750681656509,0.0283056717341625,0.0279360569949175,"SMOTE"
