"usekernel","fL","adjust","Accuracy.Accuracy","Kappa.Kappa","F1","Recall","Precision","Accuracy.AccuracySD","Kappa.KappaSD","F1SD","RecallSD","PrecisionSD","Strategy"
FALSE,0,1,0.951235517568851,0.934927063769863,0.944867668279433,0.933333333333333,0.962884920634921,0.0425579836559268,0.0571444148887604,0.0560528059545295,0.0699899211690921,0.0322140928735767,"Weighted"
FALSE,0,1,0.946371998371998,0.928865240516541,0.934986808398573,0.925703703703704,0.965516113516114,0.0549893281584996,0.0722566829174184,0.0563435152155862,0.0619393608372646,0.0316233447432237,"SMOTE"
